item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
d7f47654_crew,crewai,4,astropy__astropy-13579,gpt-4o-mini,277230,18545,295775,93.7%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (277230): shared context broadcast + coordinator calls. Work tokens (18545): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
affcd733_sbus,sbus,4,sympy__sympy-12481,gpt-4o-mini,2823,13495,16318,17.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2823): tokens spent reading shard content. Work tokens (13495): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
d15eff30_auto,autogen,16,astropy__astropy-13236,gpt-4o-mini,627254,19327,646581,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (627254): full message history (growing context). Work tokens (19327): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
02f99fac_sbus,sbus,4,django__django-10999,gpt-4o-mini,3326,20890,24216,13.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3326): tokens spent reading shard content. Work tokens (20890): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
918bce96_lang,langgraph,8,astropy__astropy-13398,gpt-4o-mini,18478,1661,20139,91.8%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (18478): supervisor prompt+completion (routing/synthesis). Work tokens (1661): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c714885c_auto,autogen,8,sympy__sympy-11618,gpt-4o-mini,188238,6185,194423,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (188238): full message history (growing context). Work tokens (6185): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
30ce2ede_crew,crewai,16,django__django-11087,gpt-4o-mini,384350,19660,404010,95.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (384350): shared context broadcast + coordinator calls. Work tokens (19660): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
d1ea2411_auto,autogen,8,sympy__sympy-12489,gpt-4o-mini,162345,4875,167220,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (162345): full message history (growing context). Work tokens (4875): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
9b7bed9b_auto,autogen,4,django__django-10999,gpt-4o-mini,217578,8032,225610,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (217578): full message history (growing context). Work tokens (8032): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
8761e0b3_sbus,sbus,16,django__django-10973,gpt-4o-mini,755,3689,4444,17.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (755): tokens spent reading shard content. Work tokens (3689): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
b8d5891a_sbus,sbus,4,django__django-10880,gpt-4o-mini,3425,13018,16443,20.8%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3425): tokens spent reading shard content. Work tokens (13018): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
65686780_crew,crewai,16,django__django-11099,gpt-4o-mini,148035,17770,165805,89.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (148035): shared context broadcast + coordinator calls. Work tokens (17770): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
aedfb444_auto,autogen,8,astropy__astropy-14182,gpt-4o-mini,329577,10422,339999,96.9%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (329577): full message history (growing context). Work tokens (10422): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3e3b69b4_sbus,sbus,8,sympy__sympy-12096,gpt-4o-mini,1662,9790,11452,14.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1662): tokens spent reading shard content. Work tokens (9790): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c6c1cc82_sbus,sbus,4,astropy__astropy-13977,gpt-4o-mini,3936,56485,60421,6.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3936): tokens spent reading shard content. Work tokens (56485): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
2ee6cc49_crew,crewai,8,sympy__sympy-12489,gpt-4o-mini,159400,18470,177870,89.6%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (159400): shared context broadcast + coordinator calls. Work tokens (18470): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
edd91621_crew,crewai,8,django__django-10999,gpt-4o-mini,183450,20710,204160,89.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (183450): shared context broadcast + coordinator calls. Work tokens (20710): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
4251e885_crew,crewai,8,django__django-10097,gpt-4o-mini,258205,23045,281250,91.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (258205): shared context broadcast + coordinator calls. Work tokens (23045): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
c0be4282_crew,crewai,4,astropy__astropy-14182,gpt-4o-mini,185300,18240,203540,91.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (185300): shared context broadcast + coordinator calls. Work tokens (18240): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
c27e3059_crew,crewai,8,django__django-10097,gpt-4o-mini,1294325,35795,1330120,97.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1294325): shared context broadcast + coordinator calls. Work tokens (35795): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
f68560ab_lang,langgraph,4,django__django-10097,gpt-4o-mini,21333,3132,24465,87.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (21333): supervisor prompt+completion (routing/synthesis). Work tokens (3132): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
891db32b_auto,autogen,8,django__django-10999,gpt-4o-mini,427023,15395,442418,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (427023): full message history (growing context). Work tokens (15395): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6697527e_crew,crewai,4,django__django-11087,gpt-4o-mini,366065,15195,381260,96.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (366065): shared context broadcast + coordinator calls. Work tokens (15195): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
9afd53b9_lang,langgraph,4,sympy__sympy-11618,gpt-4o-mini,17455,3172,20627,84.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (17455): supervisor prompt+completion (routing/synthesis). Work tokens (3172): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
eae52c05_crew,crewai,16,astropy__astropy-13236,gpt-4o-mini,178850,17965,196815,90.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (178850): shared context broadcast + coordinator calls. Work tokens (17965): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
68749ffe_sbus,sbus,4,django__django-11095,gpt-4o-mini,3364,14425,17789,18.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3364): tokens spent reading shard content. Work tokens (14425): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
6c30fdf5_auto,autogen,16,astropy__astropy-14182,gpt-4o-mini,637838,19487,657325,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (637838): full message history (growing context). Work tokens (19487): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
b04d5584_auto,autogen,16,django__django-10999,gpt-4o-mini,522854,16437,539291,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (522854): full message history (growing context). Work tokens (16437): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3b2c03b5_lang,langgraph,8,sympy__sympy-12096,gpt-4o-mini,11049,1923,12972,85.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (11049): supervisor prompt+completion (routing/synthesis). Work tokens (1923): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c9f60b4e_auto,autogen,4,django__django-11099,gpt-4o-mini,280259,10651,290910,96.3%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (280259): full message history (growing context). Work tokens (10651): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c3029d2f_sbus,sbus,4,django__django-10999,gpt-4o-mini,3113,20465,23578,13.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3113): tokens spent reading shard content. Work tokens (20465): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
4f518413_crew,crewai,8,astropy__astropy-14309,gpt-4o-mini,208340,13850,222190,93.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (208340): shared context broadcast + coordinator calls. Work tokens (13850): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
d467a84f_auto,autogen,4,astropy__astropy-14182,gpt-4o-mini,348125,12792,360917,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (348125): full message history (growing context). Work tokens (12792): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
e34537bd_crew,crewai,4,django__django-10914,gpt-4o-mini,112485,14550,127035,88.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (112485): shared context broadcast + coordinator calls. Work tokens (14550): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
aca2eb65_lang,langgraph,16,astropy__astropy-13033,gpt-4o-mini,9633,831,10464,92.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9633): supervisor prompt+completion (routing/synthesis). Work tokens (831): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
018d9024_lang,langgraph,8,sympy__sympy-11618,gpt-4o-mini,9675,1780,11455,84.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9675): supervisor prompt+completion (routing/synthesis). Work tokens (1780): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
693ac3e3_lang,langgraph,16,astropy__astropy-13579,gpt-4o-mini,15818,935,16753,94.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (15818): supervisor prompt+completion (routing/synthesis). Work tokens (935): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1c25a8e3_sbus,sbus,16,astropy__astropy-14096,gpt-4o-mini,1225,7085,8310,14.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1225): tokens spent reading shard content. Work tokens (7085): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
5a8a1866_lang,langgraph,16,sympy__sympy-12096,gpt-4o-mini,6038,971,7009,86.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (6038): supervisor prompt+completion (routing/synthesis). Work tokens (971): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
00d29890_crew,crewai,4,astropy__astropy-14309,gpt-4o-mini,208830,13835,222665,93.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (208830): shared context broadcast + coordinator calls. Work tokens (13835): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
f0fd4588_auto,autogen,16,django__django-11066,gpt-4o-mini,233505,5836,239341,97.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (233505): full message history (growing context). Work tokens (5836): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
921f7bd3_lang,langgraph,4,astropy__astropy-14096,gpt-4o-mini,20198,3577,23775,85.0%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (20198): supervisor prompt+completion (routing/synthesis). Work tokens (3577): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5f497891_sbus,sbus,4,astropy__astropy-13033,gpt-4o-mini,3786,45366,49152,7.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3786): tokens spent reading shard content. Work tokens (45366): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
0fdadd57_sbus,sbus,8,sympy__sympy-12489,gpt-4o-mini,1614,11704,13318,12.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1614): tokens spent reading shard content. Work tokens (11704): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
748cffb6_sbus,sbus,8,astropy__astropy-14096,gpt-4o-mini,2345,13111,15456,15.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2345): tokens spent reading shard content. Work tokens (13111): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
4d93d557_auto,autogen,4,astropy__astropy-14182,gpt-4o-mini,416820,15693,432513,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (416820): full message history (growing context). Work tokens (15693): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
4ba8d226_lang,langgraph,16,django__django-10914,gpt-4o-mini,6003,878,6881,87.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (6003): supervisor prompt+completion (routing/synthesis). Work tokens (878): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5fb49557_auto,autogen,16,django__django-10914,gpt-4o-mini,545467,16853,562320,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (545467): full message history (growing context). Work tokens (16853): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
7ee471d7_lang,langgraph,16,astropy__astropy-13236,gpt-4o-mini,8171,891,9062,90.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8171): supervisor prompt+completion (routing/synthesis). Work tokens (891): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
eb5bb94c_lang,langgraph,16,django__django-10973,gpt-4o-mini,4743,854,5597,84.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (4743): supervisor prompt+completion (routing/synthesis). Work tokens (854): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
ec88c27a_crew,crewai,4,astropy__astropy-14096,gpt-4o-mini,140770,17055,157825,89.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (140770): shared context broadcast + coordinator calls. Work tokens (17055): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
197c2a03_sbus,sbus,4,astropy__astropy-14096,gpt-4o-mini,4263,24198,28461,15.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4263): tokens spent reading shard content. Work tokens (24198): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
d7eb9498_sbus,sbus,8,astropy__astropy-14096,gpt-4o-mini,2497,13324,15821,15.8%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2497): tokens spent reading shard content. Work tokens (13324): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
b7499d88_lang,langgraph,16,django__django-11099,gpt-4o-mini,5807,925,6732,86.3%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (5807): supervisor prompt+completion (routing/synthesis). Work tokens (925): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
cc464192_lang,langgraph,16,sympy__sympy-11618,gpt-4o-mini,4403,834,5237,84.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (4403): supervisor prompt+completion (routing/synthesis). Work tokens (834): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0759f85b_auto,autogen,16,astropy__astropy-14096,gpt-4o-mini,375863,10629,386492,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (375863): full message history (growing context). Work tokens (10629): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
e28fd8a7_sbus,sbus,16,astropy__astropy-13579,gpt-4o-mini,1146,23461,24607,4.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1146): tokens spent reading shard content. Work tokens (23461): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
3dc32617_sbus,sbus,8,sympy__sympy-12096,gpt-4o-mini,1572,9620,11192,14.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1572): tokens spent reading shard content. Work tokens (9620): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
208ea866_auto,autogen,8,astropy__astropy-13236,gpt-4o-mini,466417,16631,483048,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (466417): full message history (growing context). Work tokens (16631): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
4ce76ace_auto,autogen,4,django__django-11099,gpt-4o-mini,271126,10212,281338,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (271126): full message history (growing context). Work tokens (10212): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
4ca1a686_crew,crewai,4,sympy__sympy-12096,gpt-4o-mini,152820,18815,171635,89.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (152820): shared context broadcast + coordinator calls. Work tokens (18815): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
98473671_lang,langgraph,8,django__django-10999,gpt-4o-mini,9511,1544,11055,86.0%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9511): supervisor prompt+completion (routing/synthesis). Work tokens (1544): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
65b28411_auto,autogen,8,astropy__astropy-14096,gpt-4o-mini,315619,10453,326072,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (315619): full message history (growing context). Work tokens (10453): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0eb08810_sbus,sbus,16,django__django-10914,gpt-4o-mini,755,5588,6343,11.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (755): tokens spent reading shard content. Work tokens (5588): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c05df16e_lang,langgraph,16,django__django-10554,gpt-4o-mini,10757,848,11605,92.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (10757): supervisor prompt+completion (routing/synthesis). Work tokens (848): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
7bc19ed8_sbus,sbus,4,astropy__astropy-14096,gpt-4o-mini,4319,24364,28683,15.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4319): tokens spent reading shard content. Work tokens (24364): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
fe35aa9a_crew,crewai,4,astropy__astropy-13398,gpt-4o-mini,351730,20865,372595,94.4%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (351730): shared context broadcast + coordinator calls. Work tokens (20865): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
8c5eff25_crew,crewai,16,astropy__astropy-13033,gpt-4o-mini,149840,13860,163700,91.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (149840): shared context broadcast + coordinator calls. Work tokens (13860): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
1b378f14_auto,autogen,4,astropy__astropy-13236,gpt-4o-mini,397952,14877,412829,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (397952): full message history (growing context). Work tokens (14877): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5741d9a9_sbus,sbus,4,astropy__astropy-13398,gpt-4o-mini,3116,72388,75504,4.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3116): tokens spent reading shard content. Work tokens (72388): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
ddc9733e_auto,autogen,16,astropy__astropy-13033,gpt-4o-mini,635814,18718,654532,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (635814): full message history (growing context). Work tokens (18718): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
df2770f3_sbus,sbus,16,django__django-11095,gpt-4o-mini,805,3932,4737,17.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (805): tokens spent reading shard content. Work tokens (3932): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c10d6875_sbus,sbus,8,django__django-10973,gpt-4o-mini,1530,6911,8441,18.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1530): tokens spent reading shard content. Work tokens (6911): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c96c0159_sbus,sbus,8,django__django-10554,gpt-4o-mini,3013,29243,32256,9.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3013): tokens spent reading shard content. Work tokens (29243): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
ab3c1bdd_auto,autogen,4,astropy__astropy-13033,gpt-4o-mini,471434,17348,488782,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (471434): full message history (growing context). Work tokens (17348): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3326ef6d_sbus,sbus,16,sympy__sympy-12481,gpt-4o-mini,789,3939,4728,16.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (789): tokens spent reading shard content. Work tokens (3939): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
aa302be5_auto,autogen,16,django__django-10554,gpt-4o-mini,574289,16768,591057,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (574289): full message history (growing context). Work tokens (16768): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
d176fbcb_sbus,sbus,4,django__django-10999,gpt-4o-mini,3091,20438,23529,13.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3091): tokens spent reading shard content. Work tokens (20438): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
a08eef0a_lang,langgraph,16,sympy__sympy-12096,gpt-4o-mini,5632,871,6503,86.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (5632): supervisor prompt+completion (routing/synthesis). Work tokens (871): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
36af296a_crew,crewai,8,django__django-11066,gpt-4o-mini,172450,17935,190385,90.6%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (172450): shared context broadcast + coordinator calls. Work tokens (17935): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
a80b61bd_lang,langgraph,4,astropy__astropy-13236,gpt-4o-mini,21268,3321,24589,86.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (21268): supervisor prompt+completion (routing/synthesis). Work tokens (3321): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
73e8e5e2_auto,autogen,8,astropy__astropy-12907,gpt-4o-mini,456137,15703,471840,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (456137): full message history (growing context). Work tokens (15703): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0f6c6a4a_lang,langgraph,8,astropy__astropy-14309,gpt-4o-mini,19341,1762,21103,91.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (19341): supervisor prompt+completion (routing/synthesis). Work tokens (1762): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
12eafd71_auto,autogen,4,sympy__sympy-12419,gpt-4o-mini,189452,5899,195351,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (189452): full message history (growing context). Work tokens (5899): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
19229d8a_sbus,sbus,8,sympy__sympy-12481,gpt-4o-mini,1480,7119,8599,17.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1480): tokens spent reading shard content. Work tokens (7119): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
